Jee2,Jie2,Jei2,Jii2,Jee,Jii,Jei,Jme,Jmi
0.0,53.67070081592342,64.13210852376082,0.0,5.850100857410972,49.58945532385671,74.02781562481734,65.52440921606065,90.80008321667076
0.0,51.1014467810226,64.26859869013391,0.0,6.517790162835201,52.57917819624755,70.12953550090336,67.77285118353966,99.5261113846889
0.0,53.748266603005845,58.540280119739606,0.0,6.198733564091592,53.39268722143215,69.19825224817419,58.87226753756856,104.31815854262864
0.0,49.19141159022875,61.22641686171457,0.0,6.182385694085932,52.94385262635385,69.34549307737232,66.58204202271939,102.98691270651491
0.0,55.19985469628869,55.40341618493603,0.0,6.6491687718992285,48.30957416475532,73.76286244883242,63.89336155633167,95.6736181747004
0.0,53.42291203090012,55.4893309256427,0.0,5.915609948108064,45.399776762229585,73.07409670511699,60.6920986996478,107.2444689398381
0.0,48.59081606147725,58.34076933018553,0.0,6.353011974501555,48.49720556745181,73.07430574192175,61.51875582346481,108.6111651054285
0.0,49.5080130294191,60.8046195740805,0.0,5.8617677778197885,53.57169515675291,67.89411246752758,61.861309163767245,106.09079228850382
0.0,56.3193278999541,55.01102730472308,0.0,6.97993823384148,48.61226817978246,71.7735805576093,66.63552324624331,106.93875428642
0.0,51.61328129638647,54.79880228931043,0.0,5.918367165778086,46.46303547555804,69.89129836073859,66.57314380267871,104.16453829987437
0.0,48.04998593067508,55.478604752116965,0.0,6.075258073591854,46.34225961517364,67.17061305129315,69.39920735953366,109.87897774818089
0.0,55.961209253775806,63.045218352421905,0.0,6.667646665751407,50.07186173050856,68.62708888029559,61.38560523075977,105.16978516370266
0.0,49.15267708724282,58.42768945928864,0.0,6.718698868070031,46.39649939784209,66.31630117522205,59.69205512712248,97.25062490222648
0.0,55.238979386861295,56.68653404274695,0.0,6.100147108630883,54.83158597738973,69.83231811080319,63.59009543151732,96.01993720909024
0.0,51.43714077144232,65.51350216801468,0.0,5.987444497980654,50.303218467718594,66.28066477286562,58.81076849107132,90.66674477126364
0.0,47.83433138817186,54.6007294760184,0.0,5.8631305825795215,54.82246372964491,63.66881967840508,66.48994229854966,93.85433018566307
0.0,56.10232101886895,61.64485416591251,0.0,6.482497073063638,53.871589402996925,70.89805762812394,67.6281546433913,93.15519300559724
0.0,53.4521540221255,63.477406939928315,0.0,6.124478376745278,50.676232812621535,73.71795391786821,68.53818143298895,103.6666011772054
0.0,56.48023660711914,57.80618117692262,0.0,6.983598374661362,51.36816949506123,66.81252108126436,58.876471363231055,93.36932763239548
0.0,55.67742127650675,57.735432421065155,0.0,6.113006771632049,54.20271843028715,76.09496667721926,59.983064026303765,104.4307965805296
0.0,55.55513486470041,65.06845029918327,0.0,6.5149784004475215,49.78653946968532,66.8848537646183,71.11751569459715,90.48709716895992
0.0,52.53058877456476,54.32967546358027,0.0,6.114165093677328,52.7595354117953,71.31820498839076,60.48959683913433,101.46417936960476
0.0,48.97435813779117,56.6094292120188,0.0,6.52467168673503,50.38910052432073,75.13234980018396,60.003656816455795,98.99255196764672
0.0,55.87812502246362,56.03367552156427,0.0,6.554606930699041,51.09779966090071,73.67740864429885,67.70897736272217,93.10482008990314
0.0,55.86160543069831,56.969195809948125,0.0,7.040935805868629,54.16594677264208,66.24946977902182,60.27344586333813,91.22483558795837
0.0,54.456503278673935,64.93357642398527,0.0,7.072937387142119,50.0955203855966,68.2002356685504,66.74683248163359,98.44940715469107
0.0,46.99163391433614,58.49619891067291,0.0,6.928066806222691,54.85152845545288,65.99218335061735,59.409801340499506,94.12319059247989
0.0,55.12356372776183,64.28527027458257,0.0,6.427449451765442,52.73923144018532,73.44929265050443,64.61372108387484,91.79102678616822
0.0,50.13596831977819,58.81840918847929,0.0,7.0683935548789805,45.19571043506812,73.47510385276186,63.57297458754361,95.95662435448958
0.0,51.82277993086919,58.227146410769535,0.0,5.944028571921672,46.225833084985304,63.04960161869899,69.69999418214398,97.20126530781113
0.0,55.00370807367376,65.39444150780422,0.0,7.129021530701544,47.02715456282598,74.85852187652866,67.84575882690247,93.74931689080424
0.0,48.01552582045744,64.44997745829424,0.0,7.043942334381865,51.81932538025104,76.47601733278852,68.68355364988555,108.42612318769471
0.0,48.990696546227696,59.43059461760823,0.0,6.81985520369599,50.23447927003725,68.41583903705552,62.16813173985539,93.90332234801664
0.0,57.063889668263094,60.82584957533558,0.0,6.678743567072649,53.5472211094491,72.51133433155448,61.09052041614418,107.46131106831088
0.0,54.181246159905136,60.114439758939675,0.0,6.692044862753532,53.35190701105342,67.95067475100501,62.21706835405414,103.23331908297916
0.0,47.2525601571045,58.147840855274566,0.0,6.291009679448061,49.2086395242429,64.9459287261054,59.920994261084736,98.52616306344947
0.0,57.132408483621795,54.10397105448085,0.0,6.580929633801787,46.9191282142908,65.61960477565853,64.37406646044971,103.07782070236892
0.0,52.68599897673086,58.848863228710805,0.0,6.461915710926663,51.16399500175592,70.33297509215649,59.21869811978841,104.9777143871814
0.0,52.44191946403244,61.41486991715678,0.0,6.616713868577336,50.90171383900768,71.08989489182993,70.98780544388306,104.84853901903146
0.0,48.93694114815928,60.51381260990434,0.0,6.608245550560799,51.49134534210973,67.98481429993845,71.4387280712127,107.8751298490026
0.0,56.88502885236336,60.33452610760579,0.0,5.97641154960988,49.069845719922654,70.46085393059917,66.69746692187661,97.67021442081246
0.0,48.477602488312584,55.516759449608266,0.0,6.931855146707619,47.507435284501106,70.43723289210591,64.29021717455434,92.06355121117949
0.0,54.62298320324796,62.60308350796104,0.0,7.123928122482621,48.43513102752575,66.57079314608434,65.26341679723045,97.40777665652212
0.0,51.70767024357262,56.57954006240326,0.0,6.577980903708827,48.984760610562525,72.471727401861,62.92958721987872,104.97697667429206
0.0,49.86668614592748,65.65555583767011,0.0,6.498963244876683,50.03045308157332,73.10539064641887,63.754367454679375,108.78385174788453
0.0,51.73060623417125,62.48765160271201,0.0,6.8365587505126735,50.364969787965165,76.94867688199753,59.88218346764618,100.8188345949234
0.0,51.803175145373814,64.5157087638862,0.0,6.850023658889951,49.064393124328475,73.35738680536669,70.58592678017678,108.9830949995017
0.0,52.549270816570505,64.84270831984537,0.0,6.729630606688824,53.12423144191355,75.11248028138426,58.954342727575465,97.10292267696514
